TIME,nose_X,nose_Y,nose_Z,left_eye_X,left_eye_Y,left_eye_Z,right_eye_X,right_eye_Y,right_eye_Z,left_ear_X,left_ear_Y,left_ear_Z,right_ear_X,right_ear_Y,right_ear_Z,left_shoulder_X,left_shoulder_Y,left_shoulder_Z,right_shoulder_X,right_shoulder_Y,right_shoulder_Z,left_elbow_X,left_elbow_Y,left_elbow_Z,right_elbow_X,right_elbow_Y,right_elbow_Z,left_wrist_X,left_wrist_Y,left_wrist_Z,right_wrist_X,right_wrist_Y,right_wrist_Z,left_hip_X,left_hip_Y,left_hip_Z,right_hip_X,right_hip_Y,right_hip_Z,left_knee_X,left_knee_Y,left_knee_Z,right_knee_X,right_knee_Y,right_knee_Z,left_ankle_X,left_ankle_Y,left_ankle_Z,right_ankle_X,right_ankle_Y,right_ankle_Z
0.0,1.9969113,-0.37661335,5.217219,2.0036278,-0.40326396,5.1856246,2.0014737,-0.4081199,5.247551,2.0635843,-0.39102706,5.133325,2.0364892,-0.40106732,5.288832,2.1272473,-0.21597773,5.0468044,2.0888698,-0.23105875,5.375668,2.032175,0.03773844,4.981425,1.9868094,0.0099105835,5.3851514,1.851925,0.18265,5.0891156,1.8631303,0.17417929,5.2861743,2.0519757,0.22562039,5.1140676,2.0056827,0.21993862,5.309632,1.6204509,0.29394218,5.1272016,1.6200676,0.28744388,5.2703795,1.6470373,0.7012305,5.160047,1.6687933,0.69385135,5.2752566
16.683333333333334,1.9952959,-0.3801168,5.2194576,2.0032413,-0.40654504,5.188245,2.0005562,-0.41058958,5.249142,2.0635395,-0.39268455,5.1348743,2.0361493,-0.40159017,5.2889967,2.1252687,-0.21563213,5.046467,2.0890896,-0.23122434,5.3761373,2.0324132,0.03799249,4.980275,1.9864341,0.008861196,5.3847876,1.8518485,0.18267512,5.088868,1.8652195,0.17552729,5.286633,2.050584,0.22662659,5.112658,2.0055957,0.21955445,5.309631,1.6177187,0.2936393,5.126987,1.6195463,0.28792366,5.269667,1.6468717,0.7013043,5.159842,1.6722028,0.6923075,5.275624
33.36666666666667,1.9933983,-0.3817767,5.218828,2.0018792,-0.4080814,5.1870637,2.000059,-0.41288644,5.2483635,2.0609972,-0.39302468,5.134478,2.0341904,-0.40289453,5.289173,2.1230338,-0.21700116,5.046776,2.0860631,-0.23074262,5.3764005,2.0328543,0.03729371,4.979963,1.9882398,0.009880535,5.385766,1.8512195,0.18304601,5.0887594,1.8639132,0.1761566,5.286502,2.0510466,0.2271439,5.1125875,2.0082068,0.22137369,5.310938,1.6165689,0.29262117,5.1272635,1.6177492,0.28706035,5.2692475,1.646061,0.70014364,5.159895,1.6725106,0.6919967,5.27569
50.05,1.9930207,-0.38086885,5.215687,2.001061,-0.40781718,5.185858,1.9988195,-0.411877,5.2465744,2.0604537,-0.3945213,5.1347075,2.0352461,-0.40168443,5.288431,2.1231403,-0.21606259,5.046394,2.0852907,-0.23111922,5.37576,2.0338202,0.03764755,4.980526,1.987877,0.009206707,5.385862,1.8518544,0.182981,5.089879,1.8631021,0.17554076,5.2855377,2.051804,0.22663073,5.113029,2.0059137,0.22063766,5.3104477,1.6164998,0.29180545,5.127447,1.6175277,0.2871325,5.2694764,1.6454238,0.7003942,5.1601515,1.669603,0.6923871,5.275116
66.73333333333333,1.9897094,-0.38090998,5.2180214,1.9983724,-0.4076363,5.1878905,1.9981728,-0.4117305,5.2482758,2.056165,-0.39240548,5.134741,2.044103,-0.39978635,5.289019,2.1218944,-0.21485096,5.0459375,2.0833404,-0.23080479,5.3756256,2.031476,0.03839479,4.9803925,1.9870899,0.008680359,5.3861914,1.8506742,0.18341555,5.0900025,1.8639048,0.17674808,5.2867274,2.051841,0.22664753,5.112412,2.0068214,0.2198529,5.310458,1.6161902,0.29216266,5.127497,1.6186111,0.2873152,5.270315,1.6453383,0.7001902,5.160186,1.6724163,0.6913396,5.2754498
83.41666666666667,1.9919442,-0.3815856,5.219085,2.0018754,-0.4084813,5.1886964,1.9987234,-0.41271946,5.248773,2.0588865,-0.3945374,5.1337633,2.0364468,-0.40116093,5.2879453,2.1221075,-0.215008,5.0469117,2.0825708,-0.230506,5.376096,2.0329003,0.037608698,4.980269,1.9867537,0.008237596,5.385773,1.8498831,0.18293944,5.08789,1.863787,0.17634046,5.2873464,2.0522444,0.22643887,5.1137757,2.007113,0.22028562,5.3113503,1.6163949,0.29297253,5.128734,1.6182684,0.2879286,5.2703714,1.6457542,0.70098597,5.1604495,1.6720024,0.6924073,5.2753973
100.1,1.9958136,-0.3830772,5.2254186,2.0063076,-0.40981737,5.193029,2.0003943,-0.4143113,5.2527075,2.0640016,-0.3950527,5.1347694,2.0312362,-0.40306056,5.288469,2.1221702,-0.21504861,5.047134,2.0802705,-0.230804,5.376166,2.0352802,0.037357036,4.9806166,1.9876,0.009913281,5.386175,1.8515513,0.18423049,5.0902147,1.8635445,0.17766221,5.287124,2.0528479,0.22651213,5.1138372,2.0063841,0.22038765,5.3107343,1.6169415,0.29269618,5.127441,1.6173329,0.2882215,5.27031,1.6459957,0.701413,5.1608734,1.6692971,0.69385993,5.275055
116.78333333333332,1.9944165,-0.384649,5.2247624,2.0046356,-0.4114727,5.192421,1.9994944,-0.41631013,5.252883,2.062911,-0.3953222,5.133301,2.0307343,-0.40399185,5.2885604,2.1212127,-0.21539572,5.046862,2.0802648,-0.23088573,5.3763933,2.0361652,0.037097655,4.9799514,1.9870136,0.01042245,5.3855643,1.8508123,0.18414284,5.089041,1.8632796,0.17807782,5.285693,2.0531635,0.2271291,5.113683,2.0064063,0.2215935,5.311132,1.6176853,0.29291987,5.1277266,1.6172459,0.28890172,5.2709627,1.6461499,0.70175344,5.160834,1.6687264,0.6942896,5.2751527
133.46666666666667,1.9949658,-0.3847392,5.223126,2.0037062,-0.41149238,5.19048,1.9995266,-0.4160865,5.251048,2.0607219,-0.39490765,5.133715,2.0310886,-0.40400222,5.288618,2.1206098,-0.215049,5.0472064,2.0791352,-0.23106985,5.376166,2.0369277,0.037130404,4.980762,1.9851524,0.010863491,5.386014,1.8512284,0.18470705,5.0902715,1.8633728,0.17806682,5.284828,2.0531914,0.22711916,5.113455,2.0057173,0.22157001,5.310895,1.6163453,0.29233214,5.126994,1.617693,0.28837797,5.269622,1.6457723,0.7017544,5.160675,1.6689371,0.6941536,5.27533
150.15,1.9945377,-0.38552818,5.222919,2.0031734,-0.4128746,5.1907396,1.9996338,-0.4171071,5.251542,2.0613387,-0.3978049,5.134609,2.0331597,-0.4050778,5.289429,2.1196198,-0.21539186,5.0475407,2.0802739,-0.23139419,5.3768005,2.0352273,0.037641417,4.979862,1.9852172,0.0091455765,5.387021,1.8516573,0.18392672,5.08992,1.8651115,0.17805162,5.284868,2.0527499,0.22716612,5.1139703,2.0079205,0.22212857,5.3112984,1.6181374,0.29182956,5.1284065,1.6179112,0.2885521,5.2697253,1.6464509,0.69994736,5.160776,1.670372,0.693372,5.2746334
