TIME,nose_X,nose_Y,left_eye_X,left_eye_Y,right_eye_X,right_eye_Y,left_ear_X,left_ear_Y,right_ear_X,right_ear_Y,left_shoulder_X,left_shoulder_Y,right_shoulder_X,right_shoulder_Y,left_elbow_X,left_elbow_Y,right_elbow_X,right_elbow_Y,left_wrist_X,left_wrist_Y,right_wrist_X,right_wrist_Y,left_hip_X,left_hip_Y,right_hip_X,right_hip_Y,left_knee_X,left_knee_Y,right_knee_X,right_knee_Y,left_ankle_X,left_ankle_Y,right_ankle_X,right_ankle_Y
0.0,554.5366,921.98315,563.96985,914.95935,546.0884,914.4032,575.1931,922.28564,533.5117,921.03174,595.68945,971.2665,512.2007,974.0143,613.4105,1025.5984,498.19888,1028.1749,592.8828,1059.2753,512.42993,1058.9602,576.69275,1066.2855,529.4004,1065.8588,596.88904,1094.7168,513.70703,1093.0789,572.76953,1180.3138,535.26025,1180.0043
16.683333333333334,554.62256,922.0677,564.04016,915.0755,546.1235,914.50714,575.10205,922.3945,533.36865,921.18744,595.7532,971.26434,512.1388,974.03534,613.62604,1026.1819,497.8322,1027.8368,592.7133,1059.258,512.59015,1058.7112,576.5651,1066.4697,529.1901,1066.18,596.8344,1094.8008,513.4152,1093.1177,572.6619,1180.3733,535.2073,1179.7684
33.36666666666667,554.7351,922.25464,564.0868,915.3447,546.1854,914.6234,575.1786,922.51025,533.44604,921.1007,595.7821,971.3616,512.1095,974.1548,613.60156,1026.1313,497.84695,1028.0897,592.8425,1059.0876,512.52856,1058.7992,576.4877,1066.5979,529.1903,1066.3529,596.8937,1094.7039,513.51184,1092.8718,572.5443,1180.5931,535.29456,1180.043
50.050000000000004,554.79407,922.3035,564.09283,915.37726,546.1819,914.67145,575.18494,922.32477,533.4563,921.05023,595.8466,971.31696,512.2679,974.05194,613.45056,1026.3231,498.08923,1028.1984,592.86365,1059.1633,512.5026,1058.8282,576.7352,1066.6841,529.55664,1066.4963,596.84534,1094.5442,513.74774,1092.4175,572.6626,1180.4558,535.1321,1180.1343
66.73333333333333,554.9061,922.33484,564.2845,915.4392,546.2343,914.7185,575.3038,922.39307,533.4749,921.04736,595.7488,971.266,512.22626,974.0011,613.26355,1025.9563,498.27344,1028.0183,592.95044,1059.1613,512.6954,1058.7788,576.59015,1066.6947,529.5258,1066.5775,596.5281,1093.7471,513.9123,1092.2582,572.6024,1180.4235,535.24225,1179.9757
83.41666666666667,554.69745,922.6023,563.9749,915.66223,546.1275,914.93054,575.1842,922.34937,533.48566,921.0183,595.53156,971.1924,512.13446,973.97095,613.4671,1025.8986,498.00507,1028.3738,593.0251,1059.2041,512.91956,1058.8662,576.43616,1067.0255,529.3643,1066.6171,596.6723,1093.133,514.0176,1091.685,572.6663,1180.379,535.4573,1180.005
100.10000000000001,554.56976,922.8324,563.77374,915.93054,546.0938,915.1222,575.0732,922.42566,533.51556,920.96423,595.5218,971.20935,512.0668,974.0918,613.6529,1026.0505,497.9143,1028.4011,593.1399,1059.3416,512.7909,1058.7667,576.70764,1066.7997,529.61346,1066.551,596.441,1093.5107,514.0183,1092.269,572.6768,1180.3368,535.5743,1180.2253
116.78333333333333,554.7512,922.9642,563.7999,916.03033,546.2008,915.3072,575.0089,922.28033,533.7349,921.0899,595.6117,971.23517,512.0129,974.2227,613.7669,1025.9678,497.86212,1028.5504,593.1554,1059.2738,512.4163,1058.9191,576.6077,1066.4817,529.2029,1066.4935,596.4503,1094.059,514.0594,1092.6753,572.4987,1180.3589,535.6162,1179.7874
133.46666666666667,554.72034,923.014,563.76373,916.1469,546.1614,915.3289,574.9887,922.3343,533.70056,921.1257,595.6742,971.16766,512.01044,974.003,614.0571,1025.654,497.62085,1028.0273,593.0519,1059.2717,512.4168,1058.8499,576.5169,1066.2786,529.2063,1066.3604,596.4724,1094.4187,514.0078,1092.6033,572.4617,1180.469,535.72034,1179.8262
150.15,554.65045,922.97375,563.68646,916.2344,545.9746,915.25696,574.80194,922.50574,533.53107,921.1929,595.647,971.07654,511.94623,973.8091,614.5117,1025.316,497.46112,1028.2618,593.2842,1059.0068,512.30896,1058.7842,576.378,1065.9053,529.38806,1066.1045,596.25995,1093.3485,514.0924,1092.4241,572.3029,1180.5144,535.6673,1180.0936
