TIME,nose_X,nose_Y,left_eye_X,left_eye_Y,right_eye_X,right_eye_Y,left_ear_X,left_ear_Y,right_ear_X,right_ear_Y,left_shoulder_X,left_shoulder_Y,right_shoulder_X,right_shoulder_Y,left_elbow_X,left_elbow_Y,right_elbow_X,right_elbow_Y,left_wrist_X,left_wrist_Y,right_wrist_X,right_wrist_Y,left_hip_X,left_hip_Y,right_hip_X,right_hip_Y,left_knee_X,left_knee_Y,right_knee_X,right_knee_Y,left_ankle_X,left_ankle_Y,right_ankle_X,right_ankle_Y
0.0,465.8147,507.4875,479.6266,483.00983,468.786,486.05035,534.3499,491.24652,541.00494,491.8095,558.27216,613.1296,560.6391,606.7048,569.6917,794.965,559.3348,785.6811,553.7713,963.1401,506.60162,923.29974,533.9156,933.5202,543.76654,930.8156,557.2631,1219.7131,572.628,1208.7908,586.6855,1460.6895,602.8735,1426.2021
16.683333333333334,466.1988,507.07587,480.6183,482.56305,469.29797,485.69965,535.1839,491.7492,540.7244,492.5301,557.60736,613.1525,561.087,606.253,568.7463,795.4091,560.15436,786.7983,553.71075,963.52655,507.09454,922.25385,533.5573,933.16327,544.617,930.1628,557.14923,1219.4456,573.5711,1208.3457,586.84845,1460.1003,603.3934,1425.1936
33.36666666666667,466.95508,507.69336,480.8321,483.1577,469.5564,486.38953,534.4494,491.47205,540.3555,492.1975,557.54474,613.4098,560.3215,607.2875,568.53033,795.22644,559.9456,787.2711,553.89557,962.3751,508.11322,921.98865,533.62274,932.6913,542.84064,929.619,557.86774,1218.693,572.5789,1207.5284,587.2376,1459.5758,602.78485,1424.4088
50.050000000000004,467.453,507.51196,481.2787,483.26868,469.76117,486.5221,534.83826,491.62024,540.2328,492.1361,557.40955,613.6107,559.1448,607.9358,568.55896,795.49194,559.0458,787.4675,554.1295,961.95557,505.4132,918.605,533.29614,932.032,541.1327,929.0742,557.6793,1218.5317,572.47815,1207.1953,586.7455,1458.9155,604.08875,1422.8625
66.73333333333333,466.93317,507.49683,480.77618,483.09106,469.56232,486.37537,534.55524,491.44482,540.0323,492.07043,557.91486,613.3639,559.1434,607.55444,569.2398,795.77405,559.4008,787.5698,554.15826,962.07996,506.33636,920.6754,533.1038,932.60803,541.61896,929.8689,557.9605,1220.3591,572.93146,1208.9581,586.64703,1460.0546,603.65314,1424.9467
83.41666666666667,467.0282,507.28442,480.81512,483.23633,469.24524,486.44922,534.3622,491.05298,539.7539,491.55566,557.8425,614.1035,558.4944,608.3856,568.6632,796.3087,558.5897,787.9536,554.0242,962.11755,506.12927,921.0895,533.3242,932.12683,541.2196,929.2599,557.6653,1218.8154,572.24536,1207.6855,586.17896,1459.5515,603.56885,1423.8787
100.10000000000001,466.8872,507.21265,480.79272,483.25684,469.25604,486.40295,534.6515,491.28992,539.7987,491.67664,557.6793,613.99243,558.23914,608.1846,568.70496,796.1802,558.9684,787.74414,554.089,961.97156,505.88538,920.0513,533.51025,931.9585,542.1876,929.23425,557.4591,1218.4203,572.1848,1207.499,586.59705,1460.1301,603.1332,1424.7083
116.78333333333333,466.23218,506.8581,480.5597,482.6939,468.84967,485.88348,534.9978,491.4395,540.53357,492.3011,557.5553,613.481,559.94446,607.2861,568.59973,795.8023,561.2577,788.29425,554.0122,961.9285,507.68164,921.1082,533.42346,932.7917,543.75037,930.1412,557.682,1220.8179,573.5077,1209.5352,586.4065,1460.7542,603.2975,1426.4937
133.46666666666667,467.4599,507.03424,481.39557,483.04047,469.47375,486.42084,535.009,491.19366,540.2155,491.8216,557.75214,614.18976,559.1496,608.7675,568.7614,795.9643,559.1989,787.92914,553.9731,962.22345,505.7121,920.60626,533.11017,932.69977,542.1984,929.7807,557.6534,1220.8318,573.1535,1209.8196,586.2297,1461.3628,602.76166,1426.9038
150.15,468.01593,506.31415,481.88885,482.11566,470.18378,485.63947,535.091,491.4168,540.2282,492.01154,557.0816,614.2309,558.2004,608.868,568.66547,796.1391,556.0607,787.5788,553.84283,963.3339,504.07062,920.38446,533.3785,932.32684,541.9233,929.5551,557.8493,1219.6416,571.96454,1208.4502,586.9378,1460.4656,602.4443,1425.7795
