TIME,nose_X,nose_Y,left_eye_X,left_eye_Y,right_eye_X,right_eye_Y,left_ear_X,left_ear_Y,right_ear_X,right_ear_Y,left_shoulder_X,left_shoulder_Y,right_shoulder_X,right_shoulder_Y,left_elbow_X,left_elbow_Y,right_elbow_X,right_elbow_Y,left_wrist_X,left_wrist_Y,right_wrist_X,right_wrist_Y,left_hip_X,left_hip_Y,right_hip_X,right_hip_Y,left_knee_X,left_knee_Y,right_knee_X,right_knee_Y,left_ankle_X,left_ankle_Y,right_ankle_X,right_ankle_Y
0.0,485.84778,474.5166,499.44666,450.0144,487.4828,452.45276,561.33777,459.3938,572.3263,459.42004,586.6654,599.5145,576.9668,591.83057,574.2323,812.24304,549.85754,800.3815,535.307,977.19604,520.30554,954.9779,550.87476,969.5631,546.96204,957.17224,560.3744,1209.7648,535.7865,1199.2257,571.90784,1466.5419,577.94006,1411.7538
16.683333333333334,485.91498,474.24597,499.51117,449.84473,487.47272,452.2699,561.409,459.46985,572.29425,459.9037,586.6844,599.4413,577.18,591.7483,574.45245,812.0028,550.0159,800.5487,535.5518,977.0873,520.2884,954.9745,550.8907,969.5143,546.9102,957.21375,560.18146,1209.315,535.909,1199.0135,572.0727,1466.6078,578.4703,1413.6385
33.36666666666667,485.73657,474.32367,499.20154,449.8172,487.36108,452.1761,560.8983,459.42133,572.0145,460.10907,585.7843,599.2486,578.05554,591.4926,573.8794,812.00604,550.60596,800.21124,535.0099,977.0932,520.7565,955.0839,550.067,970.10516,548.1046,957.42596,560.0482,1209.9133,536.74475,1199.5623,572.46765,1466.9324,578.4325,1413.6072
50.050000000000004,485.53094,474.28766,499.0606,449.85895,487.24432,452.0362,560.8665,459.47223,572.19464,460.16693,585.5268,599.2701,578.50494,591.415,574.0799,811.58453,550.627,799.9986,535.2862,977.04083,520.36884,954.86554,550.0783,970.28326,548.186,957.6285,560.0014,1209.4116,537.5855,1199.4668,572.25885,1466.9417,578.6917,1414.1531
66.73333333333333,485.91577,474.12024,499.31396,449.3097,487.99365,451.64124,561.27856,458.89648,572.77893,459.30847,585.4785,599.4237,578.8694,591.9441,574.2529,811.7528,550.62427,800.1659,535.01624,976.5315,520.6477,954.1041,550.9546,969.5416,549.53735,957.0508,559.55396,1208.786,538.08215,1199.891,572.03845,1466.6405,579.2262,1419.9247
83.41666666666667,485.85303,474.58392,499.24036,449.83966,487.87756,452.10394,561.2655,458.9455,572.81445,459.2165,584.9927,599.3532,579.6665,591.62604,574.21704,812.2784,551.0668,800.38776,534.5851,977.0313,520.77527,954.55743,551.0486,969.5003,550.7501,956.7298,559.6825,1209.3157,537.464,1199.5833,572.0415,1466.9119,578.5624,1414.8782
100.10000000000001,485.87396,474.54114,499.37616,450.16394,487.8935,452.2716,561.26654,459.40027,572.8388,459.99854,585.45026,599.0615,578.6989,591.66565,574.0434,812.5748,550.9467,800.6249,534.5102,977.3098,521.08685,954.79846,550.5549,969.2328,549.6403,956.68933,559.99347,1209.1206,536.31903,1199.3678,572.01483,1466.7155,577.85944,1410.881
116.78333333333333,485.69318,474.51953,499.18695,450.2025,487.4367,452.302,561.2546,459.61926,572.9445,460.1748,584.91595,598.8047,579.1191,591.3793,573.93243,812.18567,550.8344,800.53906,534.4631,976.9042,521.18304,954.58813,550.2126,969.3867,549.5489,956.92847,560.0048,1210.2274,536.4628,1200.471,572.2619,1466.4285,577.7397,1412.0073
133.46666666666667,485.47565,474.39752,499.19818,450.3581,487.21393,452.3244,561.72894,459.54388,572.64166,459.94183,584.8055,598.86383,578.9012,591.2481,574.0522,811.2806,550.58405,799.93243,534.45526,975.61017,520.48395,953.62885,550.97565,968.3359,549.75104,955.5152,559.971,1208.6272,535.25385,1198.7883,572.54645,1466.0603,576.5247,1404.5991
150.15,485.3871,474.08112,499.10217,449.97394,487.32385,451.9604,561.6138,459.4339,572.5635,459.89886,585.11145,598.91766,578.4469,591.3293,574.28906,811.78485,550.2268,800.0523,534.36646,975.46783,520.1008,953.4029,551.3082,967.95856,549.7339,955.25006,560.0266,1209.0952,535.33704,1198.791,572.5204,1466.0339,576.54675,1405.7083
166.83333333333334,485.23914,473.99402,498.90503,449.75537,486.943,451.8346,561.5333,459.21057,571.98413,459.62268,584.9896,598.7744,577.9568,591.3506,574.2456,811.8009,550.7728,800.1996,534.098,975.256,520.6405,953.6317,550.641,968.82214,548.4706,956.42236,560.0338,1208.8068,536.18774,1199.0245,572.527,1466.2335,577.3148,1411.0665
183.51666666666668,485.239,474.11194,498.88354,449.6958,486.94434,451.81848,561.59717,458.91455,571.8606,458.88916,585.5282,598.9785,577.54834,591.44434,574.3418,812.0786,550.6289,800.301,534.0442,975.36035,520.3572,953.7151,550.59875,968.87524,547.4645,956.5652,559.99866,1208.6501,535.88086,1198.9131,572.4651,1466.4236,577.5731,1412.9609
200.20000000000002,484.9944,474.2381,498.91846,450.00177,486.7334,452.04596,561.8508,459.1584,571.86365,458.98273,585.5603,598.57733,576.3948,591.17267,574.5288,812.09296,549.8137,800.0997,534.41565,976.05255,519.76904,953.4805,551.5112,968.29474,546.58984,955.9725,560.23975,1208.4556,535.5215,1198.7759,572.4054,1466.4297,577.5283,1412.498
216.88333333333335,484.99756,474.0387,498.76575,449.84863,486.8855,451.85864,561.6615,459.15723,571.71814,459.38806,585.3357,598.9353,576.69836,591.2654,574.41077,812.1338,549.78015,799.9192,534.36804,975.82776,519.7606,953.0653,551.3214,968.39233,546.6769,956.0183,560.4105,1208.2915,535.4442,1198.5089,572.2499,1466.5093,577.22473,1411.2314
